ID,Group,Feature_1,Feature_2,Feature_3
ID048,C,2841.591421802241,407.5463364315791,-2430.6749805747295
ID049,A,2037.2078669179132,421.09606786911576,4002.9495110359894
ID050,A,2845.4715578142486,392.8041673320107,6583.127776807491
ID051,C,2373.3356013058497,383.11778107512805,-1984.67509320414
ID052,A,2296.5875181334577,412.55107316119324,4831.032575769075
ID053,B,2888.786399464488,392.98345669590367,5773.564029279466
ID054,B,2466.388926604838,398.0536057929388,4937.890440922856
ID055,A,2045.1610521845346,407.70376511437854,4107.580987051651
ID056,A,2523.479993545919,420.48823935741166,5469.118942013594
ID057,C,2512.6827566445154,403.33003047080217,-2098.418992578001
ID058,A,2695.2163419715503,406.05253124339845,6059.217248336047
ID059,B,2155.267328290401,410.12777437061226,4299.312656804528
ID060,C,2095.076691368937,410.70504885741775,-1684.9709248777417
ID061,A,2333.8712881167003,400.4421882366682,5029.756377511492
ID062,C,2237.923821631061,410.7447647886791,-1817.8590567713015
ID063,B,1849.8651362405267,412.66112464738825,3720.100856454984
ID064,B,2512.294298451019,404.64075338761705,5018.501113172864
ID065,B,2788.636428136224,403.7036315647213,5599.298022865948
ID066,C,2753.4581350822436,399.3939191376095,-2327.2513787754215
ID067,B,2516.978933635936,378.41175178939267,5021.84164390907
ID068,C,2172.796886540239,385.71377945662545,-1785.7063793593347
ID069,C,2320.725406516425,391.46951304000504,-1937.7587394316386
ID070,B,1815.8422572857826,396.367271724424,3631.8564987293935
ID071,C,2680.645603408292,398.84374706776157,-2273.863183947331
ID072,C,2579.465887473541,389.35128480030244,-2181.9552820931517
ID073,C,2609.5887496512596,414.3896745811033,-2198.523000257601
ID074,B,2507.849101924436,382.57241363139883,5004.429970340969
ID075,B,2248.9279845192095,416.35793185082815,4487.586130756027
ID076,C,2677.63220190804,378.0321464597784,-2272.2479019827
ID077,B,2142.190963493836,408.22830386253065,4281.239635146604
ID078,C,2819.0712412780113,404.54534675258276,-2439.5715959495788
ID079,C,2516.6365290838016,421.1025735481221,-2097.6853022006803
ID080,B,2729.89313992193,407.6298199628602,5466.951307878798
ID081,B,2221.590580329626,401.6456604568516,4450.1453383891585
ID082,C,3304.5977128129966,397.5619272503058,-2894.0260807467507
ID083,C,2667.775484984178,405.28908580272787,-2266.3632113761955
ID084,A,2557.2737030439703,408.49715238954707,5636.517738510645
ID085,C,2957.7327855038807,378.22982698309636,-2581.1828298700016
ID086,A,2163.511712856226,401.9806423300456,4478.565886902788
ID087,C,2220.079790253489,398.52146887806754,-1823.1881909534761
ID088,A,2770.7329328538012,380.27998019717927,6392.067472351206
ID089,B,2292.1630510577356,406.981311433064,4567.303469981534
ID090,A,2729.7388534454262,389.2979305600721,6264.555655661583
ID091,C,2112.389887841039,407.2311892365197,-1685.4044299430495
ID092,B,2447.672994023647,406.6676946660256,4900.115121102682
ID093,C,2555.099485059483,403.0565897943668,-2167.33600109634
ID094,B,1910.5123474687011,399.8942702539526,3822.5831314494185
ID095,C,2790.434737501925,419.7142362808172,-2392.6000086590066
ID096,A,2372.80525184503,408.2543238762747,5062.737006520417
ID097,C,2246.0521431085035,393.01465218236734,-1854.5038370478744
ID098,C,2285.1824371535977,388.30284133376193,-1899.2489173050649
ID099,A,2231.5509431521696,389.8589889075487,4745.368649958574
ID100,A,2946.9007371802995,405.96509275388246,6814.462368375288
ID101,C,2815.7284117079557,415.59167717487855,-2386.32485275924
ID102,A,2453.036006317753,397.6830490372709,5369.082792813369
ID103,A,1912.38106007459,412.0417365501333,3676.989385360425
ID104,C,2481.081825506867,394.32462866319224,-2062.444505119926
ID105,A,2620.9003766129686,387.3921096830661,5934.638182024317
ID106,B,2873.305892332545,410.3427215758642,5741.425690378814
ID107,A,2496.550502451689,416.1171157572632,5411.049007336485
ID108,C,2574.7273215873256,385.91698760712757,-2192.217166561554
ID109,C,1901.811865096151,404.0196000476976,-1491.7897454953609
ID110,C,2688.9641061698735,411.75768322260785,-2291.8344728133247
ID111,C,2922.2480072878616,421.8186933578703,-2504.5979125035437
ID112,A,2492.5767353306646,403.3718790541845,5466.891612587088
ID113,C,2903.5186280398984,420.9697951192278,-2468.6126126341237
ID114,A,2765.590973867489,422.8165793153544,6198.518080300821
ID115,B,2237.1327634906597,375.6517366323721,4478.835682797548
ID116,C,2256.0984664145362,394.21611715019446,-1885.003365804538
ID117,A,2227.6796183377305,401.1852180287362,4662.331839855859
ID118,A,2389.1045865700808,391.9797751151025,5220.171653216624
ID119,A,3292.315366085145,394.68966588594327,7905.690912904207
ID120,B,1904.3898754188988,390.15077451194406,3810.6123474491096
ID121,A,2666.544866698614,431.2695744885828,5827.26377892413
ID122,C,2535.957194983128,380.6992965359367,-2131.3157287129584
ID123,B,2726.5318701644023,367.4407902511063,5440.177923825078
ID124,B,2677.835760525527,406.311425441551,5350.998685227691
ID125,C,2646.231574669461,412.0717650976137,-2228.5699461263557
ID126,A,2123.7857591121265,378.4689368909507,4483.186411024161
ID127,B,2543.6125609628543,403.52928337405956,5083.278271169369
ID128,A,2101.350047196282,402.03765572323266,4294.466370579153
ID129,A,2304.8840823302753,401.5630925692811,4894.952371709493
ID130,B,2499.376858080772,399.52610144922494,5000.7062037796795
ID131,C,2138.7787078286133,387.2227228806048,-1749.2682635565895
ID132,A,2618.187493278251,409.06768330677016,5811.328685259075
ID133,A,2310.8522349980776,386.28363491427876,4961.909874096576
ID134,C,2525.128791857345,392.20244484988825,-2133.2612763775915
ID135,A,2660.429965509552,417.6162778116262,5901.157128994597
ID136,C,2165.5113821194564,395.71728737530407,-1774.292556004454
ID137,A,2167.1201332207847,385.01765519559314,4562.017548930331
ID138,B,2463.259517299784,408.60323748460564,4917.990082917347
ID139,B,2684.2032697249724,417.8535536515364,5377.949639286501
ID140,C,2636.617480850659,395.11232073083346,-2229.6826731206806
ID141,B,2525.3176013840675,393.0891415589064,5053.992831216688
ID142,C,2765.240738353671,368.43010949255296,-2409.219846086639
ID143,B,3076.4124756490755,384.61848715894865,6165.483195706078
ID144,A,3147.057400565481,402.761938377978,7425.817992772589
ID145,B,2231.820590364929,390.4359268617457,4470.2040043167835
ID146,C,2348.447964999154,400.3835152742754,-1938.6941447678855
ID147,B,2590.6636578106336,411.3925432317739,5168.620750972721
ID148,C,2064.173641367836,424.4811496566493,-1659.249388074128
ID149,C,2636.204495768881,435.35799577361433,-2189.498172358932
ID150,C,2316.9218018958227,407.537198969284,-1916.834663017372
ID151,A,2292.374956937461,450.9019195734246,4630.382687171312
ID152,A,2650.0750217648306,438.0224250127187,5759.5541733416985
ID153,C,2823.1377935315113,395.82095411138675,-2434.512306347166
ID154,A,2402.0963547031715,383.80505347115877,5273.393432152863
ID155,A,2410.697023346961,412.2036487827335,5169.4363694665835
ID156,C,2201.0514220809428,391.4814306187707,-1825.582500464044
ID157,A,2718.916662186111,390.3652118106937,6210.442482867288
ID158,A,3167.2647479252446,398.50080884643336,7485.0099796734075
ID159,C,2598.28979277937,397.80588183905206,-2197.6800875653503
ID160,C,2441.292320482489,392.1930379715464,-2049.2402412459414
ID161,C,2911.402760122154,413.401652126271,-2511.327672911363
ID162,C,2235.074785108429,417.93818558780214,-1832.0016167310314
ID163,A,2763.778138621214,381.7494180319011,6379.873216637857
ID164,A,2594.8336014784745,400.49622091312955,5788.107985657422
ID165,B,2234.650003235167,391.64541822870814,4472.236539607353
ID166,C,2498.7351665477217,377.63563868780966,-2105.778625763794
ID167,A,2479.8584288592338,394.17237453720236,5472.9886526756045
ID168,B,2338.2557966815525,415.75915866836897,4693.711158536993
ID169,B,2266.6197183393724,395.7828859146436,4526.316529260799
ID170,C,2616.855290422032,395.65780160406905,-2227.5676996961447
ID171,B,2312.1444768447104,397.83355478932646,4622.042160531529
ID172,A,2839.1756025879818,387.0247940161583,6590.650239117677
ID173,C,2752.131988006997,406.8098721639843,-2334.4927153300664
ID174,C,2320.0780050955436,398.58333137007935,-1931.4981845404964
ID175,B,2212.8749928389384,382.92204693583915,4425.192602290713
ID176,C,2671.81186497167,418.89937904958805,-2250.250258081906
ID177,C,2462.2887824427266,398.19814069065234,-2058.344621949952
ID178,B,2374.538809383097,388.4020434845788,4742.971193580631
ID179,A,2472.127038477873,419.0256683905364,5330.127248148413
ID180,C,2757.4780057688167,398.0353177944188,-2353.9840717555057
ID181,B,2494.9776275318477,379.55777931936046,4989.933836079619
ID182,C,2186.987750039852,399.69607639711774,-1800.0300171674928
ID183,B,2365.2503521911844,393.234264528223,4721.712878669967
ID184,A,2406.202820941031,368.34819367221064,5408.466321537193
ID185,B,2643.8535280629803,407.56307346910165,5281.558698713119
ID186,C,2561.7021198327675,405.27890738820525,-2154.4883533615557
ID187,C,2857.0053191992506,376.6294342163629,-2488.2657665496304
ID188,C,2324.569138766265,402.6622651988662,-1924.0300870617627
ID189,A,2443.181470062861,409.47844283579485,5258.419807526491
ID190,A,2644.0362618927434,420.79670884463945,5837.429621403537
ID191,A,2716.9437539589903,409.6871524509479,6087.074991356924
ID192,A,2686.9572017562136,421.99503803656364,5960.836462983164
ID193,A,2425.6768479540574,416.3630642886172,5208.938981032086
ID194,B,2046.0169445661531,409.10179330171826,4075.22190495239
ID195,C,2800.5969787062577,400.63609392975934,-2377.2873407303523
ID196,C,2670.051358645133,402.8033462346884,-2262.8260919531904
ID197,C,2350.0118372914344,384.43057923908145,-1971.0326365887
ID198,C,2642.8648465115325,425.93335745199784,-2224.476993567547
ID199,A,2243.07793449721,394.51618096207847,4771.397254951653
ID200,C,2526.906850904448,372.4003674893754,-2168.715156003495
ID201,A,2949.3817899515125,408.10535632424126,6800.595760456148
ID202,A,2426.243666958795,376.0026105747107,5369.700599474634
ID203,A,2788.160010174777,422.5492731843455,6243.274530440845
ID204,B,2482.983090697276,402.1269754307369,4963.205593580993
ID205,B,2497.7047609431374,413.24996462295485,5005.477275870563
ID206,A,2370.3611220664343,376.48201661452197,5235.840454384043
ID207,A,2077.641156543776,375.47218427280865,4346.258638317261
ID208,A,2512.624382676558,411.4974217574768,5465.111612344817
ID209,A,1983.9795517102025,366.9437468029032,4103.400923748288
ID210,A,2744.1995486849924,377.2696370479664,6348.715661902711
ID211,B,2726.4934702581113,405.1940475949074,5455.206495921214
ID212,B,2474.1496750828237,381.5868563773403,4970.043419850271
ID213,C,2931.2172355851503,388.4423241224123,-2559.234346078129
ID214,A,2724.375858845209,390.81139090277253,6191.398838279589
ID215,A,2469.972361156551,389.9757897391338,5478.016638500002
ID216,A,2191.8767365873723,385.67191081071104,4650.713921267743
ID217,C,2101.3310884055045,416.41427364928325,-1683.8460767126182
ID218,A,2792.0607051692095,397.1135730374362,6405.260422854672
ID219,C,2373.743844365153,435.6006344293767,-1933.2531586476637
ID220,C,2298.193870552928,404.334691185973,-1905.710693094507
ID221,A,2569.712419149182,413.70591902112864,5658.908519688658
ID222,B,2958.1932198900495,392.96371462670146,5897.119087633732
ID223,C,2501.1257041003432,392.66638550693494,-2115.9677557934183
ID224,B,2477.125257063371,371.844089192833,4964.475550096177
ID225,C,2848.856201565559,400.1742363146612,-2448.596894041056
ID226,B,2267.840797722738,444.80061039957565,4551.618356206775
ID227,B,2663.758890990017,375.52703564465173,5299.709467991311
ID228,C,2453.3530995644746,396.90941277556675,-2063.94368701016
ID229,A,2288.893796830705,409.75042235730166,4816.904649810245
ID230,B,2225.2226138487163,405.113467230925,4437.520819825185
ID231,C,2532.261414096272,406.15104281522787,-2113.1583775970234
ID232,C,3015.5624692955234,422.6689855013344,-2591.7922314794764
ID233,B,2718.029976772285,402.07931719024793,5445.874642486634
ID234,C,2866.6502536373596,386.6363768836293,-2478.900235248403
ID235,A,2334.0084351674163,382.8388739169121,5076.337299901512
ID236,C,3005.5930316007216,410.62822635696676,-2580.3428713148055
ID237,A,2473.7146955301114,415.82821978169477,5359.906171561192
ID238,A,2846.9831032081806,431.8987530373542,6366.39023503963
ID239,B,2806.6595367219093,421.89363108455694,5612.00504659431
ID240,A,2655.5345940968264,403.8777762353738,5951.367739057555
ID241,C,2156.2779484425496,397.52835604361877,-1752.0658921098454
ID242,B,2463.368392373762,387.75634992829106,4921.078366463925
ID243,A,2083.4585624514852,386.1881701879781,4333.894981996255
ID244,B,2919.2649364236804,425.9013605863801,5826.240198425299
ID245,B,2757.9603904454407,394.04117696717844,5532.080374300296
ID246,B,2873.9129765756684,381.3575265162926,5740.125776097206
ID247,A,2638.9495253751475,382.83204648068084,5984.46578026816
ID248,B,2813.9628350160447,397.6481375457908,5632.713574241443
ID249,A,2790.5269637281394,388.8070458492426,6425.395340534127
ID250,A,2583.2113240441863,404.84426799336956,5717.001510003985
ID251,B,2177.577369077575,386.69677359631123,4359.712592450327
ID252,C,3072.3497546990257,363.92613597064985,-2694.773280370007
ID253,A,2593.421695657251,400.1306333223018,5806.239229915833
ID254,C,2352.700048597094,414.3752081692356,-1940.2105668545987
ID255,A,2088.702629101236,395.3434062843104,4274.86424914527
ID256,A,2046.0771868002096,433.60064760331005,3976.8452944842647
ID257,C,2898.8019168269107,391.38902077436427,-2517.280155260588
ID258,B,2717.0484586709063,383.83535086304295,5436.6534190678185
ID259,B,2274.036530554955,412.05220875075224,4534.934979028683
ID260,A,2015.0457043471467,387.2625264757106,4101.249810046505
ID261,A,2302.1027195462493,394.06213561200076,4941.323399619115
ID262,B,2595.0536080274874,402.0724365839421,5188.3312198082685
ID263,B,2829.3386371571496,385.25823272437754,5663.250969673504
ID264,C,2629.2494854787847,434.3593870644445,-2197.5730104989043
ID265,A,2363.1903646163614,381.2509063502232,5182.934016985588
ID266,A,2765.3433143773673,385.69903614025947,6353.607316619346
ID267,B,2218.343142893101,417.3353039034825,4440.167546540197
ID268,A,2721.4838192948177,402.24629491597835,6141.55123578382
ID269,C,3151.9854322652723,408.3320373656102,-2741.854313603832
ID270,A,2859.626416868774,422.02186180245184,6485.201756077447
ID271,C,2946.169938697215,390.3150366724138,-2564.7911228255766
ID272,A,2312.23343752446,386.29493899258506,5016.054953327016
ID273,B,2778.205922596568,404.82894639778544,5560.2438807852905
ID274,C,2665.7751893912027,416.01828030221054,-2231.6015267700727
ID275,A,2977.6867549509197,402.5801201087444,6939.112431909156
ID276,C,2322.5198064256715,372.177076505678,-1949.6821595726733
ID277,A,2819.60798686187,380.8538628949268,6542.58299954108
ID278,C,2741.3064872577165,381.815879396675,-2362.328104073217
ID279,B,2089.515978179734,383.1628502318356,4187.757666618241
ID280,B,2683.1600183280943,404.66434296553246,5367.935866640442
ID281,A,2126.2387979281175,395.4007051623691,4406.173065551276
ID282,C,2317.5637406063893,397.66280384096405,-1936.984048426149
ID283,C,2292.7633368506913,430.6584949060178,-1851.548779327843
ID284,C,2736.1855668163657,376.6985088882877,-2391.7354795943324
ID285,B,2595.6231304856365,414.4187994680746,5197.476046860289
ID286,B,2564.607370022689,405.00035885045287,5152.643497228344
ID287,C,2303.6727468567524,411.3605294164478,-1905.6203950716765
ID288,B,2478.418075053185,397.52138393395956,4943.116074963303
ID289,A,2852.0565044583354,394.8471773104161,6554.170708232082
ID290,A,2536.9606611906875,404.84643220076623,5593.124305839183
ID291,B,2490.3625232611253,397.19638759568875,4971.585617359755
ID292,B,2140.7745869064884,420.3829697946636,4282.864098323976
ID293,A,2332.9626543761256,373.99784573165203,5145.405208018033
ID294,A,2558.172515009365,403.00084410995294,5633.702727754332
ID295,C,1784.160148587193,399.7837374188072,-1375.7498704107422
ID296,B,2559.0048013498135,384.08795848620264,5117.699178428108
ID297,C,2765.7170608062847,388.24264277574207,-2385.4315146390195
ID298,A,1972.5471963066148,432.5043892767164,3749.430949722609
ID299,B,2642.022507738789,406.88461429083975,5301.770124164891
ID300,A,2431.807489057092,413.914928806113,5227.3692176536515
ID301,B,2256.9873941654637,395.19275052221724,4513.034364117364
ID302,A,2746.315801833089,413.65323947464196,6181.8821069853375
ID303,C,2798.169998704352,431.3119970970806,-2379.5868996434815
ID304,B,2432.0837927641664,395.6329124899414,4886.86932497519
ID305,C,2090.049677110278,385.3160409640092,-1680.3851675080139
ID306,B,2518.586873402887,393.53271496860424,5024.34185602062
ID307,A,2387.9618594856756,364.79810702751433,5338.341126435389
ID308,C,2049.989201109854,382.06467161870523,-1680.42213636638
ID309,C,2246.450690797336,379.88021170225505,-1868.0998056514327
ID310,B,2335.8357371341854,410.74437706175627,4664.125206072183
ID311,C,2719.1147892345975,414.170741475428,-2283.2527182091912
ID312,B,2194.492506494861,422.371755413068,4380.938292798865
ID313,B,2544.904158550262,389.7248128795116,5069.551739009443
ID314,C,2697.217004337576,399.2890269666911,-2296.668807809738
ID315,A,3103.5085891135122,398.7475248880395,7313.431363505539
ID316,A,2152.8700841623854,412.6500169830075,4379.644394765276
ID317,B,2230.8707005929764,407.16752789882275,4457.203513901998
ID318,C,3060.833331324719,387.65248838967904,-2684.133623158492
ID319,A,2433.280838733111,406.5066929622895,5288.951985303569
ID320,A,2608.825349455774,409.1682693813852,5784.219535441329
ID321,C,2257.496640734534,402.3422657709206,-1858.6698014681974
ID322,A,2488.809404937733,390.4177037051138,5515.842437408719
ID323,B,2788.4602427704435,415.3152509650046,5584.514530020229
ID324,A,2979.5078548988618,420.93788451493305,6843.159626126293
ID325,B,2442.6837587830546,401.8410702637182,4880.65639261046
ID326,A,3205.7642760180975,398.5529682817827,7609.976323176105
ID327,C,2395.469492056583,397.08495392330195,-1998.7142390477077
ID328,B,2638.2568255010724,410.97555574564075,5293.862597572851
ID329,B,2421.203772780809,405.107278467996,4853.608981228888
ID330,C,2750.0435432399217,370.54173428844496,-2399.9003613710997
ID331,A,2319.253667442103,411.639317732904,4907.378514672523
ID332,C,2406.939360484255,403.5285433828281,-2020.2540666449868
ID333,C,2534.61066177186,413.2673700732231,-2145.359071498766
ID334,B,2253.796872666391,399.2815916635054,4495.3590834853685
ID335,C,1987.3227195148224,407.29146739334635,-1566.3265373172399
ID336,A,2593.327906937492,419.78698167893407,5704.081980833278
ID337,B,2124.758130321563,417.71587010770077,4262.970823977486
ID338,B,2573.848508305401,409.64356209537596,5147.604480220982
ID339,A,2151.4132166048,388.57212984793097,4512.194233939578
ID340,B,2332.3590566465296,402.8016055518948,4660.372994385147
ID341,A,2138.9282015029926,400.84547297897586,4399.931998250601
ID342,A,2349.9610818161364,396.6616930387432,5083.155346479218
ID343,B,2312.9661959525897,416.4449884930385,4631.814131048281
ID344,A,2109.5440911299443,380.34612550368604,4423.286219296098
ID345,C,2742.8249140343005,380.6896420732101,-2354.935440238674
ID346,A,2655.682274838249,405.09016611060196,5923.889294580087
ID347,A,2753.6663173677584,395.9896567462202,6294.679269166892
ID348,C,2140.319853266953,410.1273548551896,-1714.078094564125
ID349,B,2777.997432194142,413.17205388250085,5561.504860736407
ID350,A,2508.503229164596,414.1112370738327,5463.287044690297
ID351,B,2618.5467244222646,412.7924785226648,5216.9220233296055
ID352,B,1466.0267110323398,390.1856826849697,2925.5447477885796
ID353,B,2474.9564020150833,380.98304280327625,4942.848975813229
ID354,B,2587.845410182881,410.41120379057645,5171.9100251247255
ID355,B,2739.924888065845,415.47483491422076,5445.651905563178
ID356,B,2696.7010910385484,383.04075254620227,5382.605861959172
ID357,A,2400.260994199677,395.1141954912854,5228.319938076033
ID358,A,2582.076780728228,410.7816683673858,5710.7407011963605
ID359,B,2905.2944528343214,389.3719054512006,5808.74997602689
ID360,B,2924.2920725700255,376.35713841393516,5855.506937262176
ID361,B,2809.549559224512,408.47760614070705,5612.691253407127
ID362,B,2540.0900419984246,390.4078987855782,5078.238373958262
ID363,A,2860.436594327927,412.21292007094223,6517.1568062637425
ID364,B,2501.200808643663,395.2369576058517,5013.497616347397
ID365,A,2467.0087990198977,398.2257482064002,5400.790370286176
ID366,A,2606.214094468877,387.31873843111276,5874.1507711947925
ID367,C,2680.7541848920227,408.87873393677836,-2265.969548336109
ID368,B,1930.6162890364644,380.72601994964504,3855.1028391627356
ID369,A,2320.9385838598646,411.05164449503945,4917.800234267288
ID370,A,2541.7283278065183,390.2483555977541,5677.508328343948
ID371,A,2653.3006932501435,398.535603091281,5972.566447153531
ID372,A,2255.564068955979,394.34092856311014,4795.828842473238
ID373,A,3145.74718972268,413.0678545979942,7360.931721785015
ID374,B,2424.005309101603,416.3869158237086,4854.463149702549
ID375,A,3180.0727669459357,382.87880846648216,7635.256311676613
ID376,A,2363.970350158501,427.0527070371776,4961.007548292158
ID377,A,2400.309577396484,397.3065928608154,5206.612707584613
ID378,B,2264.586726779879,419.22685696405273,4527.833223287974
ID379,C,2557.4496494631153,398.8840489553834,-2159.3715748817135
ID380,A,1867.8340199077252,391.3698790412984,3622.449178338774
ID381,A,3174.106960550426,405.1857262199049,7483.177596310302
ID382,A,2640.8670352351674,393.27676124634326,5977.548684455022
ID383,B,2237.674584178687,440.5237199574218,4489.554855805885
ID384,B,2980.8203900529606,419.74945256105184,5964.1109001648965
ID385,A,2601.7315574910895,392.02609819914784,5847.711475693441
ID386,A,2725.3957504311393,390.1258965436357,6218.110807917306
ID387,B,2105.4717300681473,402.40135941586533,4205.728522817955
ID388,C,2944.934446395134,423.47852636989415,-2534.2980262053466
ID389,C,2708.4057724006193,400.45993096553184,-2309.166417084862
ID390,B,2910.764664181447,391.7009339834516,5825.632398070219
ID391,C,2445.2939962981504,398.3948724806465,-2054.409450043702
ID392,B,2127.3117133463566,415.86369119694444,4256.385116010258
ID393,B,2949.7922451286736,385.7717879171086,5898.759096543415
ID394,B,3012.0734580666685,407.053449721817,6021.622103711909
ID395,A,2384.393604887714,403.88922938057067,5117.879590121707
ID396,B,2420.3981063317756,404.343158260428,4849.464717230243
ID397,A,2375.1670599438694,379.571303510674,5198.746269196101
ID398,A,2562.6378758891815,403.3452452037205,5685.593386311316
ID399,A,2283.382145612223,409.39915190564653,4798.711935400934
ID400,C,2467.013922845673,397.7382879873006,-2060.92467088608
ID401,A,2328.696670674411,398.33101731066057,4998.276242553097
ID402,A,2340.0924255483746,425.2251259804834,4896.219076387214
ID403,C,2727.920072163043,393.8277163469061,-2332.040417758164
ID404,A,2277.885459483697,383.41964244580095,4894.8299362157595
ID405,A,2412.0877239402844,422.7446425025684,5130.898271789447
ID406,B,2258.7141229586996,404.056497524653,4524.257829979006
ID407,A,2154.7983371134715,418.0564547281858,4347.841238865808
ID408,C,2565.0191472303163,414.8109576767604,-2151.6806964545017
ID409,B,2718.1407062432645,397.4787051351201,5441.5469670547045
ID410,C,2522.1484665620837,423.02048965316686,-2127.096169788854
ID411,B,2277.9181375519356,400.2350353413179,4563.648878008309
ID412,C,2902.817650552946,385.60826978632457,-2531.5256046457685
ID413,A,2732.6945073648394,408.0690358518859,6170.690805437534
ID414,A,2830.43428332625,430.1753397395397,6351.8974353938165
ID415,B,2790.550475724604,414.7193420290075,5591.0195634874135
ID416,C,2089.3334164107205,392.1661361788598,-1702.1465141312253
ID417,C,2413.534675392215,401.99198347933606,-2019.3540953548224
ID418,B,3211.8028795069595,395.4322743103492,6426.118533658289
ID419,C,2364.0254407970374,407.0402568713893,-1960.6199038483408
ID420,C,2321.3511487003916,408.3392473324542,-1912.9325712508808
ID421,A,2391.0754280440565,373.9711133937234,5299.384176910733
ID422,B,2383.8557871436315,375.52606616698125,4786.007359454081
ID423,A,2300.682704483837,400.9228346982774,4884.650819802475
ID424,C,2469.609989495266,402.89558311565116,-2047.2203520453716
ID425,B,2894.6131631695735,390.14494782733243,5804.019115706635
ID426,B,2747.9267045080983,411.4542214550769,5501.8862862015485
ID427,A,2371.809892745925,409.9549599974486,5084.558266020451
ID428,C,2115.793450457725,390.00872631127316,-1714.863268108461
ID429,C,2030.847796428572,405.05116830577697,-1622.800513605149
ID430,A,2973.672618778594,380.88047970920235,7010.6118112603535
ID431,C,2373.3842417652886,382.4004401532753,-1978.5811915403494
ID432,B,2315.3598715587004,393.76135024115257,4642.66356567201
ID433,B,2289.293279662079,395.2845758595227,4587.475182769206
ID434,C,3139.8945134906044,393.84398842693247,-2755.823482300579
ID435,B,2711.2928490939316,401.4194508064692,5423.217600403432
ID436,C,2673.2360948562614,387.14544251771235,-2299.4053276154345
ID437,A,2580.953451408197,409.7617626809153,5692.48741500337
ID438,A,2548.184321943745,411.1474221865953,5602.632553700477
ID439,C,2705.756334706161,396.9324552046799,-2289.219984083622
ID440,A,3046.700436197353,408.3714895036016,7091.931130389804
ID441,C,2440.330558429904,408.8487345626773,-2031.6281564740113
ID442,C,2614.966153978763,392.5179761970332,-2219.4929064394855
ID443,A,2615.114341014578,399.95458396606836,5853.381078020977
ID444,A,2465.860680446575,400.7621645568031,5398.502204184738
ID445,B,2703.8085750432433,408.6144124142086,5392.272277194835
ID446,B,2947.200514642317,390.91154026189656,5898.948850487033
ID447,A,2208.7349494211585,408.6112603779519,4581.460039234655
